method,domain,url,started_at_iso,finished_at_iso,status,elapsed_sec,timeout,timeout_sec
HtmlDownloader,www.flannels.com,https://www.flannels.com/polo-ralph-lauren-slim-fit-logo-oxford-shirt-558452#colcode=55845201,2025-08-27T04:29:46.5559332Z,2025-08-27T04:29:52.7444595Z,ok,6.1876877,0,30
HtmlDownloader,www.24s.com,https://www.24s.com/en-fr/cloe-shirt-jacket-s-max-mara_SMXH838GBRW?color=brown,2025-08-27T04:29:52.7494587Z,2025-08-27T04:30:05.2368382Z,ok,12.487756,0,30
HtmlDownloader,www.24s.com,https://www.24s.com/en-fr/ballet-runner-20-in-nylon-and-calfskin-loewe_LOE59565GRY?color=grey,2025-08-27T04:30:05.2468360Z,2025-08-27T04:30:26.4116427Z,ok,21.1649467,0,30
HtmlDownloader,www.24s.com,https://www.24s.com/en-fr/madame-long-coat-max-mara_MAXH3DFUBCK?color=black,2025-08-27T04:30:26.4176443Z,2025-08-27T04:30:32.5342130Z,ok,6.1173006,0,30
HtmlDownloader,www.24s.com,https://www.24s.com/en-fr/ava-bag-in-triomphe-canvas-and-calfskin-celine_CEL6U9D5BEI?color=beige,2025-08-27T04:30:32.5401789Z,2025-08-27T04:30:38.6510328Z,ok,6.111104,0,30
HtmlDownloader,www.24s.com,https://www.24s.com/en-fr/bang-bang-vanity-case-bottega-veneta_BOT2MX49GE1?color=green,2025-08-27T04:30:38.6570330Z,2025-08-27T04:30:44.7662504Z,ok,6.1093674,0,30
HtmlDownloader,www.24s.com,https://www.24s.com/en-fr/puzzle-edge-landscape-small-bag-loewe_LOE8XR67GEE?color=green,2025-08-27T04:30:44.7722515Z,2025-08-27T04:30:50.9193614Z,ok,6.1476083,0,30
HtmlDownloader,www.24s.com,https://www.24s.com/en-fr/pebble-slide-in-soft-calfskin-loewe_LOE2XD32BRW?color=brown,2025-08-27T04:30:51.3303606Z,2025-08-27T04:30:57.4479451Z,ok,6.118391,0,30
HtmlDownloader,www.24s.com,https://www.24s.com/en-fr/courcelles-down-jacket-moncler_MC12574GBCK?color=black,2025-08-27T04:30:57.4549447Z,2025-08-27T04:31:03.5682665Z,ok,6.113364,0,30
HtmlDownloader,www.24s.com,https://www.24s.com/en-fr/ease-buckle-slides-in-calfskin-suede-loewe_LOE76D4KBRW?color=brown,2025-08-27T04:31:03.5742661Z,2025-08-27T04:31:09.6928821Z,ok,6.1185691,0,30
HtmlDownloader,www.24s.com,https://www.24s.com/en-fr/flow-runner-20-in-nylon-and-suede-loewe_LOE457PQBEI?color=beige,2025-08-27T04:31:09.6988808Z,2025-08-27T04:31:15.8124342Z,ok,6.113686,0,30
HtmlDownloader,apkpure.com,https://apkpure.com/somnia/com.AltayGames.Somnia,2025-08-27T04:31:15.8194345Z,2025-08-27T04:31:21.8584693Z,ok,6.0392389,0,30
HtmlDownloader,apkpure.com,https://apkpure.com/cookierun-tower-of-adventures/com.devsisters.cba,2025-08-27T04:31:21.8644644Z,2025-08-27T04:31:27.8776059Z,ok,6.0130556,0,30
HtmlDownloader,apkpure.com,https://apkpure.com/gun-action-shoot-n-run/com.ketchapp.gunaction,2025-08-27T04:31:27.8835761Z,2025-08-27T04:31:33.9086215Z,ok,6.0249753,0,30
HtmlDownloader,apkpure.com,https://apkpure.com/toilet-agents/com.MEMOLOGIYA.ToiletCompany,2025-08-27T04:31:33.9146138Z,2025-08-27T04:31:39.9364839Z,ok,6.0221459,0,30
HtmlDownloader,apkpure.com,https://apkpure.com/tank-war-defender-2/com.darie.twd2,2025-08-27T04:31:39.9474229Z,2025-08-27T04:31:45.9673500Z,ok,6.0197873,0,30
HtmlDownloader,apkpure.com,https://apkpure.com/casual-pursuit-police-chase/com.CuriousDogGames.CasualPursuit,2025-08-27T04:31:45.9743133Z,2025-08-27T04:31:51.9960616Z,ok,6.0218679,0,30
HtmlDownloader,apkpure.com,https://apkpure.com/fortress-frontlines/com.sandsoft.fingerwarriors,2025-08-27T04:31:52.0030409Z,2025-08-27T04:31:58.0166216Z,ok,6.0135607,0,30
HtmlDownloader,apkpure.com,https://apkpure.com/camo-assassin/com.hsa.games.camoassassin,2025-08-27T04:31:58.0226572Z,2025-08-27T04:32:04.0419632Z,ok,6.0200062,0,30
HtmlDownloader,apkpure.com,https://apkpure.com/angry-shark-attack-shark-game/com.attack.hungary.shark.simulator,2025-08-27T04:32:04.0509491Z,2025-08-27T04:32:11.3979801Z,ok,7.3466321,0,30
HtmlDownloader,apkpure.com,https://apkpure.com/fps-mission-counter-shooting/com.champapps.fpsshooting,2025-08-27T04:32:11.4048693Z,2025-08-27T04:32:17.4290284Z,ok,6.0246039,0,30
HtmlDownloader,appagg.com,https://appagg.com/android/communication/whatsapp-messenger-2357627.html?hl=en,2025-08-27T04:32:17.4379381Z,2025-08-27T04:32:23.5412876Z,ok,6.1034369,0,30
HtmlDownloader,appagg.com,https://appagg.com/android/social/facebook-2520092.html?hl=en,2025-08-27T04:32:23.5472776Z,2025-08-27T04:32:29.6465818Z,ok,6.0996107,0,30
HtmlDownloader,appagg.com,https://appagg.com/android/video-players/youtube-2305964.html?hl=en,2025-08-27T04:32:29.6525495Z,2025-08-27T04:32:35.7175585Z,ok,6.0649825,0,30
HtmlDownloader,appagg.com,https://appagg.com/android/social/instagram-3724510.html?hl=en,2025-08-27T04:32:35.7275306Z,2025-08-27T04:32:41.8374467Z,ok,6.1098732,0,30
HtmlDownloader,appagg.com,https://appagg.com/android/communication/messenger-2367809.html?hl=en,2025-08-27T04:32:41.8434105Z,2025-08-27T04:32:47.9212125Z,ok,6.0770787,0,30
HtmlDownloader,appagg.com,https://appagg.com/android/social/tiktok-videos-shop-live-15417706.html?hl=en,2025-08-27T04:32:47.9301666Z,2025-08-27T04:32:53.9846660Z,ok,6.0541557,0,30
HtmlDownloader,appagg.com,https://appagg.com/android/shopping/flipkart-online-shopping-app-40075034.html?hl=en,2025-08-27T04:32:53.9906631Z,2025-08-27T04:33:00.0883740Z,ok,6.0979943,0,30
HtmlDownloader,appagg.com,https://appagg.com/android/photography/google-photos-14850494.html?hl=en,2025-08-27T04:33:00.0943362Z,2025-08-27T04:33:06.1681045Z,ok,6.0740962,0,30
HtmlDownloader,appagg.com,https://appagg.com/android/communication/google-chrome-2357389.html?hl=en,2025-08-27T04:33:06.1740959Z,2025-08-27T04:33:12.2464624Z,ok,6.0715913,0,30
HtmlDownloader,appagg.com,https://appagg.com/android/tools/google-play-services-3841816.html?hl=en,2025-08-27T04:33:12.2514523Z,2025-08-27T04:33:18.3197219Z,ok,6.0674681,0,30
HtmlDownloader,www.appbrain.com,https://www.appbrain.com/app/offroad-league-online/com.RoosterGames.OffroadLeague,2025-08-27T04:33:18.3247242Z,2025-08-27T04:33:24.4149955Z,ok,6.0897151,0,30
HtmlDownloader,www.appbrain.com,https://www.appbrain.com/app/e-halsangandn/com.eparwarda.ehalsangandn,2025-08-27T04:33:24.4209873Z,2025-08-27T04:33:30.5007060Z,ok,6.0801006,0,30
HtmlDownloader,www.appbrain.com,https://www.appbrain.com/app/hamara-tunnel-lite/com.hamarateam.litetunnel,2025-08-27T04:33:30.5066727Z,2025-08-27T04:33:36.5839933Z,ok,6.0770074,0,30
HtmlDownloader,www.appbrain.com,https://www.appbrain.com/app/war-drone-3d-shooting-games/com.miniclip.drone1,2025-08-27T04:33:36.5899947Z,2025-08-27T04:33:42.7201779Z,ok,6.1301447,0,30
HtmlDownloader,www.appbrain.com,https://www.appbrain.com/app/bts-cooking-on-stove-tinytan/com.smilegate.bcos2.stove.google,2025-08-27T04:33:42.7261732Z,2025-08-27T04:33:48.8302378Z,ok,6.1039581,0,30
HtmlDownloader,www.appbrain.com,https://www.appbrain.com/app/magic-chess-go-go/com.mobilechess.gp,2025-08-27T04:33:48.8392080Z,2025-08-27T04:33:54.9492213Z,ok,6.1098155,0,30
HtmlDownloader,www.appbrain.com,https://www.appbrain.com/app/mix-master-brainrot-merge/com.aimix.animals.monster.master.mashup,2025-08-27T04:33:54.9552128Z,2025-08-27T04:34:01.0404979Z,ok,6.0856696,0,30
HtmlDownloader,www.appbrain.com,https://www.appbrain.com/app/bear-vpn-fast-vpn-proxy/com.bear.vpn.super.fast.unlimited.connect,2025-08-27T04:34:01.0464934Z,2025-08-27T04:34:07.1195416Z,ok,6.0722462,0,30
HtmlDownloader,www.appbrain.com,https://www.appbrain.com/app/grand-hustle-rp-online-game/com.NikitaPokruchin.ALTCITYOnline,2025-08-27T04:34:07.1255381Z,2025-08-27T04:34:13.2078723Z,ok,6.0831022,0,30
HtmlDownloader,www.appbrain.com,https://www.appbrain.com/app/day-night-live-wallpapers/com.day.night.live.wallpapers,2025-08-27T04:34:13.2148316Z,2025-08-27T04:34:19.2973402Z,ok,6.0830826,0,30
HtmlDownloader,pubg-mobile-tencent-games.en.aptoide.com,https://pubg-mobile-tencent-games.en.aptoide.com/app,2025-08-27T04:34:19.3033414Z,2025-08-27T04:34:25.5100876Z,ok,6.2067733,0,30
HtmlDownloader,freefire-111dots-studio.en.aptoide.com,https://freefire-111dots-studio.en.aptoide.com/app,2025-08-27T04:34:25.5160377Z,2025-08-27T04:34:31.6174373Z,ok,6.1012926,0,30
HtmlDownloader,pubg-mobile-lite-tencent-games.en.aptoide.com,https://pubg-mobile-lite-tencent-games.en.aptoide.com/app,2025-08-27T04:34:31.6224668Z,2025-08-27T04:34:37.7410584Z,ok,6.1179168,0,30
HtmlDownloader,mobile-legends.en.aptoide.com,https://mobile-legends.en.aptoide.com/app,2025-08-27T04:34:37.7500483Z,2025-08-27T04:34:44.1010783Z,ok,6.3517563,0,30
HtmlDownloader,pubg-new-state.en.aptoide.com,https://pubg-new-state.en.aptoide.com/app,2025-08-27T04:34:44.1070655Z,2025-08-27T04:34:50.2678851Z,ok,6.160391,0,30
HtmlDownloader,battlegrounds-india.en.aptoide.com,https://battlegrounds-india.en.aptoide.com/app,2025-08-27T04:34:50.2738964Z,2025-08-27T04:34:56.3730993Z,ok,6.0996422,0,30
HtmlDownloader,free-fire-max.en.aptoide.com,https://free-fire-max.en.aptoide.com/app,2025-08-27T04:34:56.3790652Z,2025-08-27T04:35:02.5289251Z,ok,6.1499418,0,30
HtmlDownloader,creative-destruction.en.aptoide.com,https://creative-destruction.en.aptoide.com/app,2025-08-27T04:35:02.5349614Z,2025-08-27T04:35:08.6819298Z,ok,6.1471813,0,30
HtmlDownloader,last-day-alive.en.aptoide.com,https://last-day-alive.en.aptoide.com/app,2025-08-27T04:35:08.6869589Z,2025-08-27T04:35:15.0561961Z,ok,6.3690172,0,30
HtmlDownloader,last-day-on-earth.en.aptoide.com,https://last-day-on-earth.en.aptoide.com/app,2025-08-27T04:35:15.0621877Z,2025-08-27T04:35:21.4306574Z,ok,6.3682478,0,30
HtmlDownloader,download.cnet.com,https://download.cnet.com/ip-phone-camera-view-camera-on-pc/3000-2150_4-77541989.html,2025-08-27T04:35:21.4366548Z,2025-08-27T04:35:42.5181890Z,ok,21.0816871,0,30
HtmlDownloader,download.cnet.com,https://download.cnet.com/reallikes-get-real-tiktok-likes-followers/3000-android-reallikes-get-real-tiktok-likes-followers.html,2025-08-27T04:35:42.5240452Z,2025-08-27T04:35:48.6213596Z,ok,6.0972953,0,30
HtmlDownloader,download.cnet.com,https://download.cnet.com/profile-pictures-dp-and-status-for-whatsapp/3000-android-profile-pictures-dp-and-status-for-whatsapp.html,2025-08-27T04:35:48.6273214Z,2025-08-27T04:35:54.7199210Z,ok,6.0931071,0,30
HtmlDownloader,download.cnet.com,https://download.cnet.com/indycall/3000-android-indycall-free-calls-to-india.html,2025-08-27T04:35:54.7289375Z,2025-08-27T04:36:00.8051176Z,ok,6.0764014,0,30
HtmlDownloader,download.cnet.com,https://download.cnet.com/vcs-acak-bar-bar/3000-android-vcs-acak-bar-bar.html,2025-08-27T04:36:00.8109454Z,2025-08-27T04:36:06.8937685Z,ok,6.0828772,0,30
HtmlDownloader,download.cnet.com,https://download.cnet.com/friend-search-for-whatsapp/3000-android-friend-search-for-whatsapp.html,2025-08-27T04:36:06.9017667Z,2025-08-27T04:36:12.9724285Z,ok,6.0706859,0,30
HtmlDownloader,download.cnet.com,https://download.cnet.com/incognito-away-disable-incognito-tabs/3000-android-incognito-away-disable-incognito-tabs.html,2025-08-27T04:36:12.9783620Z,2025-08-27T04:36:19.0472048Z,ok,6.0690787,0,30
HtmlDownloader,download.cnet.com,https://download.cnet.com/xiaomi-contacts-and-dialer/3000-android-xiaomi-contacts-and-dialer.html,2025-08-27T04:36:19.0531720Z,2025-08-27T04:36:25.1442681Z,ok,6.0907748,0,30
HtmlDownloader,download.cnet.com,https://download.cnet.com/sim-cnic-number-details/3000-android-sim-cnic-number-details.html,2025-08-27T04:36:25.1492648Z,2025-08-27T04:36:31.2301153Z,ok,6.0804535,0,30
HtmlDownloader,download.cnet.com,https://download.cnet.com/kiss-stickers-for-whatsapp/3000-android-kiss-stickers-for-whatsapp.html,2025-08-27T04:36:31.2401265Z,2025-08-27T04:36:37.3433204Z,ok,6.103015,0,30
HtmlDownloader,www.bandsintown.com,https://www.bandsintown.com/e/106613573-band-of-horses-at-bearsville-theater?came_from=257&utm_medium=web&utm_source=city_page&utm_campaign=top_event_featured,2025-08-27T04:36:37.3493172Z,2025-08-27T04:36:43.4667321Z,ok,6.1176314,0,30
HtmlDownloader,www.bandsintown.com,https://www.bandsintown.com/e/106220283-coheed-and-cambria-at-broadview-stage-at-spac?came_from=257&utm_medium=web&utm_source=city_page&utm_campaign=top_event,2025-08-27T04:36:43.4726823Z,2025-08-27T04:36:50.6902301Z,ok,7.2179039,0,30
HtmlDownloader,www.bandsintown.com,https://www.bandsintown.com/e/106195656-avril-lavigne-at-broadview-stage-at-spac?came_from=257&utm_medium=web&utm_source=city_page&utm_campaign=top_event,2025-08-27T04:36:50.6962121Z,2025-08-27T04:36:57.6722562Z,ok,6.9756102,0,30
HtmlDownloader,www.bandsintown.com,https://www.bandsintown.com/e/106497345-vampire-weekend-at-broadview-stage-at-spac?came_from=257&utm_medium=web&utm_source=city_page&utm_campaign=top_event,2025-08-27T04:36:57.6782561Z,2025-08-27T04:37:03.8011477Z,ok,6.1228413,0,30
HtmlDownloader,www.bandsintown.com,https://www.bandsintown.com/e/106609720-glass-animals-at-broadview-stage-at-spac?came_from=257&utm_medium=web&utm_source=city_page&utm_campaign=top_event,2025-08-27T04:37:03.8071444Z,2025-08-27T04:37:09.9492846Z,ok,6.142153,0,30
HtmlDownloader,www.bandsintown.com,https://www.bandsintown.com/e/105951875-thomas-rhett-at-broadview-stage-at-spac?came_from=257&utm_medium=web&utm_source=city_page&utm_campaign=top_event,2025-08-27T04:37:09.9552481Z,2025-08-27T04:37:16.1595318Z,ok,6.204903,0,30
HtmlDownloader,www.bandsintown.com,https://www.bandsintown.com/e/1033980806-chris-stapleton-at-mvp-arena?came_from=257&utm_medium=web&utm_source=city_page&utm_campaign=top_event,2025-08-27T04:37:16.1685273Z,2025-08-27T04:37:22.3317219Z,ok,6.1633571,0,30
HtmlDownloader,www.bandsintown.com,https://www.bandsintown.com/e/106647566-jon-batiste-at-tanglewood-music-center?came_from=257&utm_medium=web&utm_source=city_page&utm_campaign=top_event,2025-08-27T04:37:22.3376883Z,2025-08-27T04:37:29.3694601Z,ok,7.0317217,0,30
HtmlDownloader,www.bandsintown.com,https://www.bandsintown.com/e/1034335391-the-lumineers-at-broadview-stage-at-spac?came_from=257&utm_medium=web&utm_source=city_page&utm_campaign=top_event,2025-08-27T04:37:29.3754883Z,2025-08-27T04:37:35.5032094Z,ok,6.1276511,0,30
HtmlDownloader,www.bandsintown.com,https://www.bandsintown.com/e/106378797-barenaked-ladies-at-tanglewood-music-center?came_from=257&utm_medium=web&utm_source=city_page&utm_campaign=top_event,2025-08-27T04:37:35.5091691Z,2025-08-27T04:37:43.0287554Z,ok,7.5193489,0,30
HtmlDownloader,ra.co,https://ra.co/events/2126052,2025-08-27T04:37:43.0337551Z,2025-08-27T04:37:49.0586071Z,ok,6.0244126,0,30
HtmlDownloader,ra.co,https://ra.co/events/2134473,2025-08-27T04:37:49.0675839Z,2025-08-27T04:37:55.0823970Z,ok,6.0146721,0,30
HtmlDownloader,ra.co,https://ra.co/events/2169754,2025-08-27T04:37:55.0903963Z,2025-08-27T04:38:01.1048449Z,ok,6.0140729,0,30
HtmlDownloader,ra.co,https://ra.co/events/2123227,2025-08-27T04:38:01.1107991Z,2025-08-27T04:38:07.1246823Z,ok,6.014158,0,30
HtmlDownloader,ra.co,https://ra.co/events/2147496,2025-08-27T04:38:07.1335727Z,2025-08-27T04:38:13.1486396Z,ok,6.0149843,0,30
HtmlDownloader,ra.co,https://ra.co/events/2109333,2025-08-27T04:38:13.1555718Z,2025-08-27T04:38:19.1684425Z,ok,6.0129007,0,30
HtmlDownloader,ra.co,https://ra.co/events/2140347,2025-08-27T04:38:19.1754001Z,2025-08-27T04:38:25.2038157Z,ok,6.0286354,0,30
HtmlDownloader,ra.co,https://ra.co/events/2160356,2025-08-27T04:38:25.2147035Z,2025-08-27T04:38:31.2421668Z,ok,6.0270518,0,30
HtmlDownloader,ra.co,https://ra.co/events/2043904,2025-08-27T04:38:31.2500386Z,2025-08-27T04:38:37.2705287Z,ok,6.02068,0,30
HtmlDownloader,ra.co,https://ra.co/events/2123051,2025-08-27T04:38:37.2794554Z,2025-08-27T04:38:43.3033984Z,ok,6.0246393,0,30
HtmlDownloader,www.songkick.com,https://www.songkick.com/concerts/42429147-fisher-at-san-jose-city-hall,2025-08-27T04:38:43.3153208Z,2025-08-27T04:39:04.4516118Z,ok,21.1367379,0,30
HtmlDownloader,www.songkick.com,https://www.songkick.com/concerts/42544883-matisyahu-at-guild-theatre,2025-08-27T04:39:04.4576085Z,2025-08-27T04:39:10.5492981Z,ok,6.091932,0,30
HtmlDownloader,www.songkick.com,https://www.songkick.com/concerts/42423279-los-lobos-at-rancho-nicasio,2025-08-27T04:39:10.5552938Z,2025-08-27T04:39:16.6539058Z,ok,6.0985566,0,30
HtmlDownloader,www.songkick.com,https://www.songkick.com/concerts/42454434-war-and-treaty-at-chapel,2025-08-27T04:39:16.6588689Z,2025-08-27T04:39:22.7339340Z,error,6.0745219,0,30
HtmlDownloader,www.songkick.com,https://www.songkick.com/concerts/42521431-sam-grisman-project-at-hopmonk-tavern-novato,2025-08-27T04:39:22.7418997Z,2025-08-27T04:39:29.1604572Z,ok,6.4186241,0,30
HtmlDownloader,www.songkick.com,https://www.songkick.com/concerts/42538085-hooveriii-at-kilowatt-bar,2025-08-27T04:39:29.1694692Z,2025-08-27T04:39:35.2686232Z,ok,6.0993163,0,30
HtmlDownloader,www.songkick.com,https://www.songkick.com/concerts/42500068-silk-e-at-yoshis,2025-08-27T04:39:35.2775715Z,2025-08-27T04:39:41.8939875Z,ok,6.6159886,0,30
HtmlDownloader,www.songkick.com,https://www.songkick.com/concerts/42425780-sk-shlomo-at-pound,2025-08-27T04:39:41.9049450Z,2025-08-27T04:39:47.9948076Z,ok,6.0896658,0,30
HtmlDownloader,www.songkick.com,https://www.songkick.com/concerts/42544882-levi-at-midway,2025-08-27T04:39:48.0007784Z,2025-08-27T04:39:54.2751656Z,ok,6.2744399,0,30
