domain,page_url,method,link_url,is_product,auto_is_product
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/ana-radu-rose-embellished-satin-maxi-dress-item-31705934.aspx?storeid=9421,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/ana-radu-draped-strapless-midi-dress-item-31164940.aspx?storeid=9421,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/ana-radu-strapless-draped-maxi-dress-item-31705951.aspx?storeid=9421,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/taller-marmo-yacare-one-shoulder-fringed-swimsuit-item-31312565.aspx?storeid=16673,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/marant-etoile-neyela-t-shirt-item-28331751.aspx?storeid=9462,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/marant-etoile-nicole-midi-skirt-item-28331409.aspx?storeid=11935,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/jenny-packham-calypso-off-the-shoulder-midi-dress-item-30422719.aspx?storeid=13201,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/reformation-hermia-polo-top-item-29844959.aspx?storeid=11750,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/reformation-jax-straight-jeans-item-31091364.aspx?storeid=11750,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/reformation-raelynn-top-item-31092054.aspx?storeid=11750,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/reformation-raye-denim-shorts-item-31091410.aspx?storeid=11750,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/johanna-ortiz-oasis-midi-dress-item-28958085.aspx?storeid=13537,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/nina-ricci-lace-insert-midi-dress-item-30967571.aspx?storeid=10288,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/la-doublej-placee-print-puff-sleeve-dress-item-31134513.aspx?storeid=10929,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/anine-bing-eliana-halterneck-dress-item-30125662.aspx?storeid=10170,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/lemaire-zip-front-leather-jacket-item-30582053.aspx?storeid=13537,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/isabel-marant-catarina-panelled-jeans-item-31529994.aspx?storeid=16690,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/magda-butrym-single-breasted-blazer-item-31621109.aspx?storeid=16981,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/ami-paris-herringbone-wrap-skirt-item-30650920.aspx?storeid=13416,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/reformation-kiria-dress-item-31091372.aspx?storeid=11750,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/reformation-avielle-linen-two-piece-item-31092065.aspx?storeid=11750,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/reformation-tefi-top-item-31092023.aspx?storeid=11750,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/reformation-rory-linen-skirt-item-31091360.aspx?storeid=11750,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/valentino-garavani-chez-valentino-t-shirt-item-31638833.aspx?storeid=10050,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/khaite-dane-jeans-item-31439234.aspx?storeid=9352,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/ami-paris-belted-checked-coat-item-30649832.aspx?storeid=9846,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/ferragamo-palm-tree-print-high-neck-shirt-item-30971116.aspx?storeid=12704,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/ferragamo-flamingo-print-georgette-midi-skirt-item-30971027.aspx?storeid=12704,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/versace-la-medusa-velvet-gown-item-31128021.aspx?storeid=11282,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/versace-cheetah-print-silk-top-item-31127809.aspx?storeid=9462,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/versace-lace-trim-midi-skirt-item-31128093.aspx?storeid=9462,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/versace-baroque-print-silk-shirt-dress-item-31128110.aspx?storeid=17277,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/maria-lucia-hohan-noor-silk-dress-item-29443745.aspx?storeid=13537,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/missoni-wave-pattern-halterneck-maxi-dress-item-31639374.aspx?storeid=16981,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/self-portrait-knitted-asymmetric-midi-dress-item-30354134.aspx?storeid=13537,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/nina-ricci-zebra-print-velvet-bow-maxi-dress-item-30968094.aspx?storeid=10288,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/nour-hammour-dalme-leather-bomber-jacket-item-30002181.aspx?storeid=13537,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/diesel-wide-leg-jeans-item-31253258.aspx?storeid=11828,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/jacquemus-denim-cropped-top-item-29854756.aspx?storeid=12629,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/jacquemus-the-triangle-de-nimes-flared-denim-skirt-item-31438613.aspx?storeid=9458,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/jenny-packham-sunbeam-beaded-midi-dress-item-30422724.aspx?storeid=13201,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/jenny-packham-bisou-peplum-detail-buttoned-dress-item-30422720.aspx?storeid=13201,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/jenny-packham-margoni-bell-sleeve-embellished-midi-dress-item-30422722.aspx?storeid=13201,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/jenny-packham-margoni-bell-sleeve-embellished-midi-dress-item-30422721.aspx?storeid=13201,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/eres-comeback-striped-polo-top-item-30114526.aspx?storeid=13369,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/eres-disco-striped-crochet-shorts-item-30114479.aspx?storeid=13369,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/eres-sonore-geometric-print-short-sleeve-shirt-item-30116030.aspx?storeid=16981,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/eres-tube-geometric-print-wide-leg-trousers-item-30113991.aspx?storeid=16981,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/ana-radu-rochie-strapless-midi-dress-item-31164937.aspx?storeid=9421,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/ana-radu-floral-lace-long-sleeve-maxi-dress-item-31165724.aspx?storeid=9421,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/ana-radu-strapless-ruffled-dress-item-30687997.aspx?storeid=9421,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/ana-radu-rose-embellishment-maxi-dress-item-31706077.aspx?storeid=9421,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/versace-embellished-silk-mini-dress-item-29869158.aspx?storeid=11282,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/versace-cheetah-foulard-silk-lavalliere-shirt-item-31644127.aspx?storeid=9462,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/versace-pinstripe-flared-trousers-item-31127812.aspx?storeid=11282,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/versace-silk-animal-print-dress-item-31126983.aspx?storeid=13537,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/the-new-arrivals-ilkyaz-ozel-tara-dress-item-29731654.aspx?storeid=13537,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/maria-lucia-hohan-lourdes-dress-item-29443738.aspx?storeid=13537,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/the-new-arrivals-ilkyaz-ozel-claudie-maxi-dress-item-29731642.aspx?storeid=13537,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/the-new-arrivals-ilkyaz-ozel-holly-gown-item-29731635.aspx?storeid=13537,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/dolce-gabbana-majolica-print-cotton-satin-top-item-30652942.aspx?storeid=13098,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/dolce-gabbana-majolica-print-slit-skirt-item-30653479.aspx?storeid=13218,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/dolce-gabbana-majolica-halterneck-top-item-30652941.aspx?storeid=13098,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/dolce-gabbana-paisley-print-elasticated-waist-trousers-item-30652934.aspx?storeid=13098,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/dolce-gabbana-majolica-print-tiered-maxi-dress-item-30652940.aspx?storeid=13098,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/dolce-gabbana-paisley-print-off-shoulder-top-item-30652944.aspx?storeid=13098,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/dolce-gabbana-majolica-print-tiered-skirt-item-30653482.aspx?storeid=13098,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/dolce-gabbana-majolica-print-midi-dress-item-30653483.aspx?storeid=13098,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/la-doublej-floral-print-ruffled-maxi-day-dress-item-31135242.aspx?storeid=10929,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/adidas-by-stella-mccartney-pleated-logo-detail-mini-short-skirt-item-31309683.aspx?storeid=9921,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/dolce-gabbana-floral-print-chiffon-shirt-item-29693161.aspx?storeid=10441,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/elisabetta-franchi-high-neck-embellished-maxi-dress-item-30696863.aspx?storeid=15179,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/jenny-packham-starry-night-embellished-mini-dress-item-31282380.aspx?storeid=13201,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/brunello-cucinelli-leaf-print-cotton-blouse-item-22914311.aspx?storeid=17137,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/twinset-embellished-v-neck-t-shirt-item-31549354.aspx?storeid=9453,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/magda-butrym-lace-detail-cotton-track-pants-item-30687776.aspx?storeid=9921,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/solace-london-the-alessandra-strapless-flared-maxi-dress-item-30678228.aspx?storeid=11598,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/christopher-esber-sonora-veiled-off-shoulder-ruched-long-dress-item-31309343.aspx?storeid=10047,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/barrow-cross-embellished-cotton-t-shirt-item-31670157.aspx?storeid=10224,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/nicholas-samina-open-back-gathered-dress-item-31141007.aspx?storeid=12053,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/vpm-atelier-linda-maxi-dress-item-28290184.aspx?storeid=14426,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/mmarquise-adelina-pleated-strapless-dress-item-31035221.aspx?storeid=14426,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,aca_apa,https://www.farfetch.com/vn/shopping/women/iris-serban-eleria-draped-lace-gown-item-31221726.aspx?storeid=9421,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://aboutfarfetch.com/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://aboutfarfetch.com/careers/our-approach-to-hiring/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://advertising.farfetch.com/#hero,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://instagram.com/farfetch,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://twitter.com/farfetch,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.facebook.com/Farfetch/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/discover-app/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/farfetch-accessibility,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/privacy-policy,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/sets/new-in-this-week-eu-women.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/shopping/women/coats-1/items.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/shopping/women/denim-1/items.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/shopping/women/dresses-1/items.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/shopping/women/jackets-1/items.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/shopping/women/knitwear-1/items.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/shopping/women/skirts-1/items.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/shopping/women/tops-1/items.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/shopping/women/trousers-1/items.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/boutiques,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/checkout/basket.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/contact-us/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/cryptocurrency-payment,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/customer-promise/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/designers/women,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/discover-app/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/faqs/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/farfetch-access-programme,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/farfetch-accessibility/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/modern-slavery-statement/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/orders-and-shipping/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/pag1987.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/payment-and-pricing/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/privacy-policy/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/promotion-terms-and-conditions,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/refer-a-friend?situation=homepage_footer,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/returns-and-refunds/,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/sets/new-in-this-week-eu-women.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/shopping/kids/items.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/shopping/men/items.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/shopping/women/16arlington-cie-leather-jacket-item-31046365.aspx?storeid=13537,1,1
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/shopping/women/accessories-all-1/items.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/shopping/women/bags-purses-1/items.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/shopping/women/beachwear-1/items.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx#content,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx?page=2,0,0
farfetch,https://www.farfetch.com/vn/shopping/women/clothing-1/items.aspx,all_anchors,https://www.farfetch.com/vn/shopping/women/coats-1/items.aspx,0,0
